displayName,0,1,2,3,4,5,6,7,8,nflId,officialPosition
Damontae Kazee,-4.8115637764017265,-9.83690895474901,15.646901037607961,6.9799389434124635,1.0364663785508057,-2.243849668177745,3.9043737550482547,2.904979999073362,-3.142372521475348,44962.0,SS
Anthony Brown,-2.784969380541952,-11.238449170745184,13.894231432536813,0.6958444011028178,5.223054339134178,2.0006259681865655,-1.3867156507894833,-1.008713254976108,-1.1310490009039995,43478.0,CB
Jourdan Lewis,2.179417360084699,-12.369103919138595,13.92445873561769,-2.317902906458226,6.940814933405363,5.678345519274146,-3.9717306073303007,-5.024762302285396,2.9937236208086375,44904.0,CB
Chris Godwin,1.4462952461874465,-14.616490984578661,18.52925527706418,-1.8799978577377914,10.283485846322293,8.814183662643188,-5.799289862653495,-6.532113002471729,5.2646440764469915,44896.0,WR
Trevon Diggs,-2.2318721437213753,-9.836119183614102,13.51509977920982,0.948608857519929,5.067711641199054,1.6810875209557707,-1.3192148916841688,-1.042499657010353,-0.26464968786697085,52459.0,CB
Mike Evans,-1.8289751619189474,-12.130270849863244,17.05471636116301,0.3501380823582849,8.088385025580507,3.464639775981013,-2.819817718210743,-3.002143480392391,1.774164035518396,41233.0,WR
Antonio Brown,-0.09328937758755274,-6.933944261474608,7.752727326243416,-0.29657430142424346,2.976219562707975,2.4383002564067056,-1.7350286733312714,-1.90287619812392,0.34757609139875,35634.0,WR
Randy Gregory,-2.9016039285478428,-1.0691745593692303,8.951351589410251,2.6146924462954644,5.111288090173048,3.6270525228446786,-1.3324043397146852,-2.9287427220273656,3.359689423201729,42403.0,DE
Football,-7.447417614232613,-228.19089429242658,514.6997595633777,54.61388446224905,393.5096638036965,308.32967944206723,-206.79393078676043,-209.56239501003148,269.518473954581,0.0,
Donovan Wilson,-0.034990346318863885,-2.6651216166019367,3.446746422375952,-0.009973295385862002,1.3249073217650715,0.9631221901560139,-0.6881642567968811,-0.6679837514274531,0.2579391096995778,47996.0,SS
Giovani Bernard,-0.49598510509736116,-1.934919999118918,4.863876929854712,0.671504538331007,3.395300724856611,2.5531800669687073,-1.6269128514186662,-1.8261194742119073,2.2685903578526734,39985.0,RB
Micah Parsons,-3.240212790341199,-2.608902484496525,13.125522600080707,3.9690759937442692,8.431896908658018,6.075845037409664,-2.7470012335208907,-4.413501911226945,5.297702387554573,53441.0,OLB
Ryan Jensen,-18.68269703457554,5.150225602762447,16.320333379543833,7.269693108398656,-0.47158016893081367,-3.381706302939932,8.322554359429029,0.2119544694498927,-1.1918987203353595,40151.0,C
Demarcus Lawrence,-0.52817142989079,-0.17001447106991918,1.7510587975071417,0.5644197979677301,0.9371375659538899,0.689230221301159,-0.26037051876244277,-0.5315681440943081,0.5907279037562603,41263.0,DE
Keanu Neal,-0.4605733030111878,-3.432762041031083,7.044393975053197,0.7671399780468846,4.946298737397228,3.846754162868379,-2.5378935512276257,-2.6010390033694932,3.3164450888747155,43306.0,MLB
Tristan Wirfs,-7.7881793342121455,-0.01743538659400201,17.972269614406414,7.735833477690221,9.800695868674666,5.330207279464984,0.059689456226085014,-5.963596364045316,5.555172302543106,52421.0,T
Rob Gronkowski,-0.5052059043537156,-2.506393456188974,6.178288134776778,0.9423760881012839,4.165319903015188,2.9428981906203546,-1.6906755928404635,-2.545966526294606,2.4510509381852614,35481.0,TE
Ali Marpet,-15.360930320151965,3.9450738650392623,17.258302436891412,7.680651976640773,3.4240848703848314,-1.265190756823955,5.932499376045058,-2.5322441805195695,0.609276131440442,42404.0,G
Donovan Smith,-7.255268603641298,-0.3706529958433009,17.988316999797306,7.596844253592963,10.510226338033135,5.811522239595579,-0.7202529293109308,-6.194199451759978,5.687258907106187,42377.0,T
Tom Brady,-2.1155287760602732,-5.244761324626239,18.138798144173535,4.646204212080889,13.546849100842792,10.891890549033512,-6.479037239928687,-7.051556127014578,9.5853702335955,25511.0,QB
Osa Odighizuwa,-7.674497325839184,1.8047691898831033,9.867330627981204,4.383811021536189,2.572942396735016,0.35143390607140645,2.457425205101032,-1.706114010225292,1.0201501292142163,53504.0,DT
Alex Cappa,-15.604490295469986,4.216468533920477,17.26527569950366,7.882919376046942,2.9275662426516647,-1.4425144921257527,6.429926078805687,-2.518507397812641,0.4278053478856556,46163.0,G
Carlos Watkins,-4.126998945554078,1.0097775161534628,4.841348917071315,2.3100934505128805,1.1185663160067634,-0.2314123500721479,1.8083293228087967,-0.7794431193196942,0.24784192211914302,44955.0,DE
Ezekiel Elliott,-1.0741528001517509,-5.57676449728919,11.899640332744681,0.8216521776598711,7.3759218722358355,5.612835066664218,-3.556107322024957,-4.1004862827527475,4.306100879392659,43293.0,RB
Carlton Davis,-2.4838588302286553,-5.507891511657633,8.870449377464986,2.54007305633439,1.7475925502089353,-0.4030964484327342,0.7019753074746404,1.3749623757882148,-1.3212732032924777,46132.0,CB
Antoine Winfield,-2.060208328923693,-10.961014241130613,14.915770277975867,2.6812255954630473,4.024605224044315,1.5287752052098682,-0.13648592939171067,-0.6922969836874415,-0.5498540889756591,52453.0,FS
CeeDee Lamb,-1.5373655775350699,-10.438182227684479,13.671252195036402,0.2265244220207876,5.55103639537171,3.366512698399916,-2.395799049896368,-2.1786594736227585,0.7888228321278774,52425.0,WR
Sean Murphy-Bunting,0.10852939829055686,-0.4397246452690524,0.5403954396424524,0.01143590547144413,0.062201203520999115,0.11238494289409573,-0.08177051381790079,-0.06063011839091814,0.005812064679737716,47822.0,CB
Blake Jarwin,-0.09216297056906342,-4.727152013924979,8.07090383120373,0.2536252688761351,5.412573996313881,4.154822112128812,-2.6301352641700078,-2.994773177014821,3.1730167961696623,45532.0,TE
