displayName,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,nflId,officialPosition
Damontae Kazee,-0.9899106608501143,-2.142784450326328,2.5610698088280244,3.5399480348791563,-2.2572586525616316,-2.7060715822377546,4.803488925871491,3.4290324812782274,-1.6885207499202437,-1.6730450271651875,2.3730893057003186,-0.3315553230333137,0.8558733927012447,0.6660519494138839,-3.3247171212543325,-2.410022903866377,-0.3542766024957018,3.3624222642926043,-0.9046601075625063,-0.010771584868962236,1.0747533890615273,3.803587898305068,5.775713854310277,-2.6794685215480905,2.151225292464094,-0.6044305721034107,-0.6359847728032406,2.4425282593043782,-0.41609144917350704,-1.8298326586860156,-2.1239132146701536,-0.13710032331623268,44962.0,SS
Anthony Brown,-1.2405762487991296,-2.891221983001799,2.392100916710252,2.7659170545491776,-1.4160383674386772,-2.284488687156397,4.717473499330481,2.5875351581066752,-0.8695188950117672,-0.9525289083696435,1.5587862128535335,0.11994879452713825,1.3867491399960352,-0.34607268798561197,-3.45666678635304,-2.294886272093663,-1.0844819331343842,4.267232725222534,-0.05786828663420773,1.288973772749614,0.8130041062266002,4.020747313092215,5.660652872190788,-3.3851413326007247,1.9883121254540903,-0.7527104160465115,-0.40913621839698067,1.7894072277121182,0.7972687568729668,-1.3282962868478734,-2.201148340467686,-0.1282285527535123,43478.0,CB
Antonio Brown,-0.8254387730569306,-1.4248995522120893,1.2371497994176828,1.0665022519884246,-0.4508326060647221,-0.8664904308521955,2.317145936868201,0.9039253879196849,0.00999114083525754,-0.03249148959815784,0.704933344834842,0.01642739466757348,0.8775598230841357,-0.11612560550920392,-1.4331922686761658,-1.1625512911812734,-0.9496093309912226,1.8364213941210892,0.3532875403104754,0.6895244273730441,0.4571795569834194,2.0059459392937242,2.722441350590387,-1.8194979628593444,0.820494296618449,-0.11944381211287691,-0.3335208845013966,0.4151444789299603,0.513959961093633,-0.8413822298124387,-1.120556549803986,-0.13315242208625477,35634.0,WR
Jourdan Lewis,-1.2421479784102303,-2.4977529278151582,1.5195128304251568,1.1078661681734037,0.14513459420304287,-0.7119159162077722,3.1328161487237765,0.44200563132608295,0.46522348581104644,1.1280183075993933,0.341680253000618,-0.4803678636542674,1.563721699204518,0.9905937769579438,-1.2702883498871813,-1.4326047158588437,-2.492038645213313,1.931604296487535,0.820236032270822,1.0174957889689722,1.4266600979183153,2.930927413432528,3.8949557946181343,-2.958809396149107,1.0396398594668597,0.441521510424991,-1.2257299218856303,-0.8773889810317996,0.1962587935672957,-2.395731307728795,-2.216159733897122,-1.1768755989836848,44904.0,CB
Chris Godwin,-1.3754019455658906,-3.685756906099133,2.3874549430016927,1.8451644742928863,-0.021837008143506864,-1.4189032915578537,4.396517303013425,0.6463703362883635,-0.2863169457228034,0.9179950708920472,1.1404967544078772,-0.5370418274680446,1.3071421700789498,0.708940183221273,-1.1684730814661517,-1.6183996226721238,-2.3004464095103003,2.0158041648157337,0.9983596262428804,1.6788048979128405,1.8461229672789585,3.8264642959047706,4.838326911000877,-3.1359022512559402,1.0856504391467228,0.34995475576926083,-1.590348712088618,-0.11102759118903016,0.06701224443915521,-3.1598980152000795,-2.797541587040138,-1.4622829601141163,44896.0,WR
Mike Evans,-0.9378620855794679,-3.406861825243425,2.385012365046912,2.414307235911892,-0.5688565920619055,-2.153978353589366,4.785147577132022,1.6485747523587406,-0.9926738489021147,0.11130978377519085,1.2250179451309577,-0.46391992921329717,1.367693427419912,0.3489794553828034,-2.76206418032433,-1.6907784816782794,-1.403561171354795,3.506232110104065,0.018100529746233107,1.5471734669997659,1.1920986424881903,4.051204664465786,5.838271445951904,-3.498644532294845,1.8074688980973708,-0.4674969779011917,-1.161854522314833,1.3211394538296517,0.28769900220445166,-2.3068171572043923,-2.6367778702547118,-1.0287786179997198,41233.0,WR
Donovan Wilson,-0.33222325071118064,-0.6670846926378715,0.4994574725130425,0.4772168955692422,-0.14704725156207132,-0.412855624548115,0.9916679921594778,0.3471823014610891,-0.05202912681360061,-0.0081840361726222,0.27262189281893257,-0.047769847343957395,0.2992644252379115,0.005995768295619541,-0.5436923173010086,-0.43891449521203185,-0.3601355428719444,0.69855271098956,0.1202756916434744,0.27731742610058063,0.2187719197545448,0.8320589631084658,1.1482282407197175,-0.7231212755407839,0.3707067318307271,-0.09121519659856858,-0.16737251992577384,0.1870339470831368,0.15558029303733178,-0.42430387044373674,-0.5140974639564604,-0.1119945068713264,47996.0,SS
Trevon Diggs,-0.8883760623199919,-2.7284428123313336,2.155196811680513,2.2451744979881383,-0.8863506476579914,-2.0811458222267305,4.266495708055402,1.8582107293395893,-0.9640190676361087,-0.40084571044856765,1.1709182427667884,-0.2016122106745195,1.1669529497211535,-0.06246612940991447,-2.9277654716484705,-1.67200065954097,-0.9572385016616636,3.54788288183299,-0.1548756037827541,1.1430827529343333,0.6896346350384874,3.5914386963459037,5.18628547191085,-3.0798107468432576,1.76735731404451,-0.7389006697355853,-0.6842012281611236,1.6645572916823426,0.46973929303634065,-1.509737030617913,-2.14151240459623,-0.49503620430128237,52459.0,CB
Randy Gregory,-1.1198292764073585,-2.111868370909633,1.8172840857075414,0.5079122464330794,0.12047954812778805,-1.0944470486348337,1.5799282810801687,-0.43575402025257404,-0.650607822759234,-0.2611297799412924,0.9373575727315107,-0.4269016672083126,-0.12857244702445314,-0.8518198662372924,0.5993536503393386,-1.0001035049170106,-0.1739543436568347,-0.29539128835570727,0.9788197456882131,-0.0721919059483298,-0.08029376060259352,1.3987983076790158,1.4124284250058796,0.09563236707960421,-0.03974442664532063,0.16624198018325842,-0.9840463985224233,1.2100367977149986,-0.18052306150479325,-1.588734558132714,-0.7492280307943329,-0.5098090109730649,42403.0,DE
Tristan Wirfs,-3.017536069031678,-4.106190347031088,4.070399048837871,0.5247545002182719,0.24405006239561544,-2.3732326934141383,2.507479624559826,-1.5475496610343136,-1.159930875488783,-1.067575612500633,1.310715235838737,-0.521049157375387,0.13283952493220852,-2.5252409146471013,1.5213361303229345,-2.7902086233174366,-0.4045090624626795,-0.3716117405884969,2.62768049702065,-1.2246540464807367,-1.1124979868465203,2.214700600723429,2.5546629905086373,0.6937336583956579,-0.31848908835592127,0.29445415870031866,-2.0865189251860556,3.0687615151537386,-0.20707442854045155,-3.1395348017825846,-1.099704804110786,-0.7714477234955925,52421.0,T
Giovani Bernard,-0.4314786886611728,-1.1239506819315466,0.757699366859697,0.4393915858144055,0.06623716967291671,-0.555571823378159,1.1205904458849432,-0.016485289949478954,-0.31823843191911294,0.07479837517824706,0.5847698270298451,-0.20520872951471247,-0.14242774782816525,-0.14764789438059012,0.16794727707583945,-0.2886323424092012,-0.11085336658638312,-0.1006793433652291,0.35626333732713533,0.31857201555453685,0.29725434498446646,0.8691490016980197,0.9174207430146737,-0.23494149186001323,0.13895051911504197,-0.006078648273614817,-0.46775900935091386,0.3897899257832762,-0.03758002003467453,-0.8552598323584419,-0.5444948303956494,-0.2995284955502342,39985.0,RB
Demarcus Lawrence,-0.24417537146098311,-0.4110906624027848,0.3558602197130085,0.09211541699960435,0.003931046622426493,-0.19756622237582633,0.265462491318722,-0.14095070595749348,-0.10598779329322383,-0.06290680502367252,0.15962759270156113,-0.07562955918774605,-0.002293750333137723,-0.18395021128043254,0.11043806625553998,-0.22746859007315123,-0.032057880901220415,-0.036127420902914764,0.18143131776491828,-0.05764214857845218,-0.03845957461581406,0.2263042174463621,0.2698460930659792,0.035410130434001985,-0.02917455325530227,0.04662663507042453,-0.18616566610762675,0.2288786781005001,-0.05748281918778275,-0.3097636636802541,-0.15739580899480643,-0.08392206210740483,41263.0,DE
Tom Brady,-1.9908985776153827,-4.532992736904163,3.294108066786521,1.727100984626329,0.3271585896253555,-2.6337781470447226,3.9507484604698604,-0.3422036323178723,-1.6681766389426826,-0.16400537204596688,2.710405450526615,-0.9367943818417359,-0.5146841703509821,-1.4583730524023593,1.3005088103500686,-1.113948954380703,-0.1038874667671621,-1.056065681601389,1.7470923353463945,0.8311035190821485,0.6273169628465523,3.388940596262021,2.927823657426849,-0.19902733117370008,0.045560649485347327,0.17577145085215307,-1.9124109991892908,2.407878735884438,-0.5054665672893002,-2.9818850238389154,-1.6820905431623032,-1.3068333565216053,25511.0,QB
Rob Gronkowski,-0.6519727552711174,-1.3584815479443932,0.9111363875752545,0.43736333526402404,0.12903655666235636,-0.6984716380160307,1.3519174179266997,-0.08288462320464163,-0.41719306613051677,0.09989476797135666,0.6280243388918052,-0.22901928785030634,0.06303609643396157,-0.18414987039106023,0.1723670724941826,-0.4531820078054807,-0.3070503255606809,0.020844948479634695,0.5810009283566444,0.29893696322926644,0.2681188531133216,1.0871874555022032,1.12520532983973,-0.4423529778511295,0.09804826988968074,0.02247801710313979,-0.617509134656899,0.48220859248674985,-0.07990212923543538,-1.029213329777889,-0.6583176474868822,-0.4515604631084926,35481.0,TE
