displayName,0,1,2,3,4,5,6,7,8,nflId,position
Gabe Davis,-2.7902161388864215,-8.126722358277561,15.778680752529812,2.8502451118270073,5.443931555494167,0.9952956569469364,-0.4409196995502498,-0.024590234390139187,0.7410041768511082,52536.0,WR
Troy Hill,-0.5974384538467348,-2.7159982699570833,4.029519121924409,0.4123659876468082,1.373472280231212,0.7856622468746082,-0.547148857157481,-0.3717456866570501,0.14708423545675942,42816.0,CB
David Long,-1.2232116255917163,-2.661590123056726,4.957264922464901,0.9334814607649946,1.6026942639350068,0.006818976952104094,-0.00030032994322937157,0.3102751229511655,-0.15633375719270504,47862.0,CB
Nick Scott,-1.5029608129161716,-12.494154882949623,17.407421836955024,0.8568402615751438,7.953114766453303,6.181077294738387,-3.594031177936813,-4.882613982901537,2.49768836351992,48026.0,SS
Jalen Ramsey,-2.9566963810893867,-10.89731578692977,17.4144978873941,1.9275213637997695,7.027480646183818,2.2661080526205266,-1.5692920331752873,-1.2141547607273822,1.0897587001633156,43294.0,CB
Isaiah McKenzie,-0.798001531893533,-4.985057290869243,8.337423617572256,0.8330265984903349,3.5001540183168913,2.252991647678287,-1.2410790872014559,-1.2656205268157237,1.2701609790882769,44985.0,WR
Stefon Diggs,-1.7560281077171567,-9.828308912842658,15.139925274469988,1.8730649560800927,5.387205908088376,3.0259772193488743,-1.4374773692720737,-1.7580168064518347,1.1305702997934972,42489.0,WR
Football,-4.956160329192476,-375.2560144577897,667.1564337379904,61.36355941076776,430.12324521597816,338.0465300494643,-220.65061665153996,-235.04457134883418,252.26723261924005,0.0,
Taylor Rapp,-1.5754809007885342,-9.535991068921419,14.225771086706999,0.7629030217333934,7.476798594654014,5.085337268583828,-2.442320270601954,-4.250162028564745,2.598924236361505,47844.0,FS
Tommy Sweeney,-0.31346421712169104,-0.5288557930916795,1.7642752074176542,0.19929018893981265,0.9835078883327242,0.9486210085494235,-0.4477677353929721,-0.4894178138318921,0.6872138349562817,48011.0,TE
Devin Singletary,-3.457392243493473,-4.5861693748736485,13.286928060410872,2.576821414549812,6.162700120021441,4.396646950315258,-1.4924569118492457,-3.6454146050811573,3.2631897897466686,47857.0,RB
Bobby Wagner,-6.42048633320357,-1.8896433841816318,17.631936366393997,6.111443491156081,9.784082758681052,6.387111775730048,-1.6208095055003255,-5.724171151372797,5.85896378112781,38577.0,ILB
Dion Dawkins,-6.58127231523622,-2.709898217018548,18.698565787710038,5.659920742272405,10.203663006728988,6.46212574468278,-1.6152163242244626,-5.820991980216235,6.07180852099539,44875.0,T
Terrell Lewis,-1.6528549890289241,-3.023227507710878,8.492560246050573,1.2933949769181368,5.118316505900452,3.4546523592112264,-1.5758266780692338,-2.9812802551385005,3.0139644988486225,52492.0,OLB
Keir Thomas,-3.0212766432669014e-05,-0.07028999138128711,0.18385360796378336,0.07123255475198675,0.17434797633904964,0.10132992890430614,-0.08243255442357622,-0.10140581653058689,0.08196609158130741,54750.0,OLB
Rodger Saffold,-10.741668147890778,0.2497382189491475,17.589439472030556,6.537883417906691,6.4997484169183934,2.561993358978981,2.341415117098993,-4.003792182435106,3.1508946555866615,35472.0,G
Josh Allen,-2.666023515562756,-8.924321747801244,18.684764270337382,2.9351912493037275,10.894656965189057,7.901907122197542,-3.9810344720136754,-6.202085173554039,5.912228496290993,46076.0,QB
Mitch Morse,-8.659485479346586,0.954062650313432,13.019217412114816,4.870600991194991,4.295878743621188,1.3034782179084283,2.0567507361228365,-2.948868041868309,1.963775117511279,42392.0,C
Spencer Brown,-3.2918398590547895,-2.4653582439459143,11.681389497085231,2.9596521986513764,6.537391516555658,4.643626419884248,-1.7911264499587105,-3.842590998320148,4.031539511504562,53522.0,T
Aaron Donald,-7.994843535797543,-0.84444977185629,15.336312845403654,5.223491053939171,6.612237095294233,3.1446479020801235,0.8280012581028302,-4.127476651285917,3.5590421867016673,41239.0,DT
A'Shawn Robinson,-6.756059908948373,0.46699718763938414,11.726660741845336,4.330918570913013,4.477450465255735,2.1392843891708395,1.1651861621487214,-2.9623552001646374,2.444943612547327,43335.0,DT
Greg Gaines,-10.13039679054873,1.2269721988662496,13.277120900751683,5.0738021622572855,3.186760030718915,0.6551129262428503,3.118349129722212,-2.344979072068611,1.1971452193060976,47917.0,NT
Ryan Bates,-10.691729743535461,0.5302682892272799,17.150158738333253,6.611868175382739,6.4176708564250475,2.409914753379244,2.030555620234393,-3.6776326211015586,3.094561921616765,48512.0,C
Jordan Poyer,-1.7067553601154941,-8.717949163308447,12.89176687805599,1.8322116167913691,4.922370945841152,2.856952095286317,-1.0575644467340908,-1.9370419409394088,0.9440960635896261,40166.0,SS
Ben Skowronek,-1.444947587007789,-8.315171079526941,15.263810973750061,1.777375730452377,6.140890462433475,3.806354963137423,-2.15232158846932,-2.8930852728246244,2.335717011981771,53678.0,WR
